The Beginning and End of Rape,Sarah Deer,,11/1/2015,"Despite what major media sources say, violence against Native women is not an epidemic. An epidemic is biological and blameless. Violence against Native women is historical and political, bounded by oppression and colonial violence. This book, like all of Sarah Deer's work, is aimed at engaging the problem head-on--and ending it. The Beginning and End of Rape collects and expands the powerful writings in which Deer, who played a crucial role in the reauthorization of the Violence Against Women Act in 2013, has advocated for cultural and legal reforms to protect Native women from endemic sexual violence and abuse. Deer provides a clear historical overview of rape and sex trafficking in North America, paying particular attention to the gendered legacy of colonialism in tribal nations--a truth largely overlooked or minimized by Native and non-Native observers. She faces this legacy directly, articulating strategies for Native communities and tribal nations seeking redress. In a damning critique of federal law that has accommodated rape by destroying tribal legal systems, she describes how tribal self-determination efforts of the twenty-first century can be leveraged to eradicate violence against women. Her work bridges the gap between Indian law and feminist thinking by explaining how intersectional approaches are vital to addressing the rape of Native women. Grounded in historical, cultural, and legal realities, both Native and non-Native, these essays point to the possibility of actual and positive change in a world where Native women are systematically undervalued, left unprotected, and hurt. Deer draws on her extensive experiences in advocacy and activism to present specific, practical recommendations and plans of action for making the world safer for all.",9.78E+12,http://books.google.com/books/content?id=5xVBrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Appetites,Caroline Knapp,Palabra,2003,"Caroline Knapp has turned her brilliant eye towards how a woman's appetite - for food, love, work and pleasure - has become a battlefield. She uses her own experiences with anorexia as a powerful exploration of what can happen when we are divorced from our most basic hungers - and offers her own success as testament to the joy of saying 'I want.'",9.78E+12,http://books.google.com/books/content?id=aXSfD1OQtVUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Sister Outsider,Audre Lorde,"Random House Digital, Inc.",2007,"The fourteen essays and speeches collected in this work, several of them published for the first time, span almost a decade of this Black lesbian feminnist's work. Lorde is unflinching in her observations and is lucid and clarifying in her coverage of a range of essential topics.",9.78E+12,http://books.google.com/books/content?id=OixDJLFjycsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The New American Poetry of Engagement,"Ann Keniston,Jeffrey Gray",McFarland,7/17/2012,"""This anthology offers a comprehensive look at contemporary American poetry, demonstrating that poets are moving at once toward a new engagement with public concerns and toward a focus on the problems of representation. A detailed introduction by the editors along with statements by many of the poets add depth and context to the book ""--Provided by publisher.",9.78E+12,http://books.google.com/books/content?id=AdIlpL9B-vcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Poetry Handbook,Mary Oliver,Houghton Mifflin Harcourt,1994,"Offers advice on reading and writing poetry, and discusses imitation, sound, the line, poem forms, free verse, diction, imagery, revision, and workshops",9.78E+12,http://books.google.com/books/content?id=fuBHMccJx6UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Elementary Statistics,"Triola, Mario F.",Pearson Education,2013,"Triola, Mario F. is the author of Elementary Statistics, published 2013 under ISBN 9780321836960 and 0321836960. Five hundred fifty five Elementary Statistics textbooks are available for sale on ValoreBooks.com, one hundred forty used from the cheapest price of $75.00, or buy new starting at $179.99.",9.78E+12,"ecx.images-amazon.com/images/I/41xPs6RGHFL._SX258_BO1,204,203,200_.jpg"
Management Information Systems,"Laudon, Kenneth C., Laudon,.",Pearson Education,2013,"Laudon, Kenneth C. is the author of Management Information Systems, published 2013 under ISBN 9780133050691 and 0133050696. Four hundred six Management Information Systems textbooks are available for sale on ValoreBooks.com, one hundred eighteen used from the cheapest price of $57.09, or buy new starting at $264.00.",9.78E+12,img.valorebooks.com/W120/97/9780/978013/9780133050691.jpg
My Math Lab Student Access Kit,"Mathematics, Addison-Wesley","Wiley & Sons, Incorporated, John",2013,"Callister is the author of Materials Science and Engineering : An Introduction, published 2013 under ISBN 9781118477700 and 1118477707. One hundred twenty three Materials Science and Engineering : An Introduction textbooks are available for sale on ValoreBooks.com, fifty three used from the cheapest price of $89.98, or buy new starting at $119.85.",9.78E+12,img.valorebooks.com/W120/97/9780/978032/9780321199911.jpg
Mechanics of Materials,"Beer, Ferdinand, Johnston, …",,,,9.78E+12,img.valorebooks.com/W120/97/9780/978007/9780073398235.jpg
Applied Statistics and Probability for Engineers,"Montgomery, Douglas C.","Wiley & Sons, Incorporated, John",2013,"Montgomery, Douglas C. is the author of Applied Statistics and Probability for Engineers, published 2013 under ISBN 9781118539712 and 1118539710. Two hundred fifty five Applied Statistics and Probability for Engineers textbooks are available for sale on ValoreBooks.com, seventy eight used from the cheapest price of $117.00, or buy new starting at $130.00.",9.78E+12,img.valorebooks.com/W120/97/9781/978111/9781118539712.jpg
Research Methods in Psychology : Evaluating a World of Information,"Morling, Beth","Norton & Company, Incorporated, W. W.",2014,"Morling, Beth is the author of Research Methods in Psychology : Evaluating a World of Information, published 2014 under ISBN 9780393936933 and 0393936937. Two hundred fifty nine Research Methods in Psychology : Evaluating a World of Information textbooks are available for sale on ValoreBooks.com, sixty used from the cheapest price of $72.00, or buy new starting at $90.71.",9.78E+12,img.valorebooks.com/W120/97/9780/978039/9780393936933.jpg
